address,area,bedrooms,city,postal_code,posting_date,price,property_type,rooms,sale_date,title,url,year_built
Koopmanstraat 3,,,Aalten,7121 VR,,117500,house,4,,,https://www.funda.nl/koop/aalten/huis-40534287-koopmanstraat-3/,1967
Lijsterbeslaan 43,,,Aalten,7121 BS,,475000,house,6,,,https://www.funda.nl/koop/aalten/huis-40635309-lijsterbeslaan-43/,2001
't Slaa 36,,,Aalten,7123 CV,,237500,house,4,,,https://www.funda.nl/koop/aalten/huis-40694760-t-slaa-36/,1990
Oranjestraat 5,,,Bredevoort,7126 BZ,,159555,house,3,,,https://www.funda.nl/koop/bredevoort/huis-86236577-oranjestraat-5/,1913
Hogestraat 66 E,,,Aalten,7122 BX,,139500,apartment,4,,,https://www.funda.nl/koop/aalten/appartement-40885979-hogestraat-66-e/,1993
Bredevoortsestraatweg 115,,,Aalten,7121 BG,,224115,house,5,,,https://www.funda.nl/koop/aalten/huis-86068817-bredevoortsestraatweg-115/,1956
Oranjelaan 8,,,Aalten,7121 CA,,274908,house,4,,,https://www.funda.nl/koop/aalten/huis-86178169-oranjelaan-8/,1941
Beggelderveldweg 30 a,,,Dinxperlo,7091 HM,,369030,house,6,,,https://www.funda.nl/koop/dinxperlo/huis-86194018-beggelderveldweg-30-a/,2010
Keupenstraat 29 c,,,Dinxperlo,7091 XE,,442500,house,8,,,https://www.funda.nl/koop/dinxperlo/huis-40476877-keupenstraat-29-c/,2005
Beggelderdijk 22 A,,,Dinxperlo,7091 HK,,225000,house,5,,,https://www.funda.nl/koop/dinxperlo/huis-40584161-beggelderdijk-22-a/,1991
De Pas 28,,,Dinxperlo,7091 VS,,213000,house,3,,,https://www.funda.nl/koop/dinxperlo/huis-86926718-de-pas-28/,2018
Hamelandroute 76,,,Aalten,7121 JC,,469976,house,12,,,https://www.funda.nl/koop/aalten/huis-86254975-hamelandroute-76/,1910
Eerste Broekdijk 5,,,Aalten,7122 AJ,,85000,house,5,,,https://www.funda.nl/koop/aalten/huis-40890376-eerste-broekdijk-5/,1951
Haartseweg 7 d,,,Aalten,7121 LA,,224007,apartment,5,,,https://www.funda.nl/koop/aalten/appartement-86269210-haartseweg-7-d/,1973
Europastraat 19 A,,,Dinxperlo,7091 XA,,395000,house,6,,,https://www.funda.nl/koop/dinxperlo/huis-40739492-europastraat-19-a/,2018
Berkenhovestraat 8,,,Aalten,7122 ZZ,,129500,house,6,,,https://www.funda.nl/koop/aalten/huis-49290754-berkenhovestraat-8/,1955
Zuiderlaan 3,,,Aalten,7122 AC,,435000,house,5,,,https://www.funda.nl/koop/aalten/huis-40719282-zuiderlaan-3/,1990
Wendelenkamp 13,,,Dinxperlo,7091 TV,,239000,house,8,,,https://www.funda.nl/koop/dinxperlo/huis-40453347-wendelenkamp-13/,1982
Beggelderdijk 24 B,,,Dinxperlo,7091 HK,,379750,house,4,,,https://www.funda.nl/koop/dinxperlo/huis-40636053-beggelderdijk-24-b/,2018
Dinxperlosestraatweg 39,,,Aalten,7122 AH,,185000,house,5,,,https://www.funda.nl/koop/aalten/huis-47259939-dinxperlosestraatweg-39/,1906
Dalweg 32,,,Aalten,7122 BC,,199500,house,4,,,https://www.funda.nl/koop/aalten/huis-40483799-dalweg-32/,1959
Bocholtsestraatweg 12,,,Aalten,7121 GC,,149000,house,4,,,https://www.funda.nl/koop/aalten/huis-40486068-bocholtsestraatweg-12/,1966
Haartsestraat 42 -44,,,Aalten,7121 CZ,,225000,house,6,,,https://www.funda.nl/koop/aalten/huis-49311982-haartsestraat-42-44/,1920
Heuvelweg 4 4A,,,Aalten,7122 NK,,548000,house,6,,,https://www.funda.nl/koop/aalten/huis-40659324-heuvelweg-4-4a/,1910
Pater Jan de Vriesstraat 14,,,Bredevoort,7126 BM,,157500,house,5,,,https://www.funda.nl/koop/bredevoort/huis-86230953-pater-jan-de-vriesstraat-14/,1973
Barloseweg 28,,,Aalten,7122 PW,,579000,house,7,,,https://www.funda.nl/koop/aalten/huis-40408759-barloseweg-28/,1891
Batavenstraat 35,,,Aalten,7122 ZT,,127500,house,4,,,https://www.funda.nl/koop/aalten/huis-40793574-batavenstraat-35/,1962
Bosmanslaan 51,,,Dinxperlo,7091 VX,,349500,house,4,,,https://www.funda.nl/koop/dinxperlo/huis-40853523-bosmanslaan-51/,1992
Landstraat 30,,,Aalten,7121 CR,,495000,house,9,,,https://www.funda.nl/koop/aalten/huis-47634488-landstraat-30/,1954
Bocholtsestraatweg 9,,,Aalten,7121 GA,,267500,house,5,,,https://www.funda.nl/koop/aalten/huis-47028588-bocholtsestraatweg-9/,1925
Admiraal de Ruyterstraat 87,,,Aalten,7122 WG,,159000,house,6,,,https://www.funda.nl/koop/aalten/huis-47232008-admiraal-de-ruyterstraat-87/,1956
Eskesweg 7,,,Aalten,7121 LZ,,370000,house,5,,,https://www.funda.nl/koop/aalten/huis-48660218-eskesweg-7/,1954
Singelweg 21,,,Aalten,7123 AB,,448000,house,8,,,https://www.funda.nl/koop/aalten/huis-49928788-singelweg-21/,1982
Pakkebierweg 1,,,Aalten,7122 NN,,899000,house,5,,,https://www.funda.nl/koop/aalten/huis-40400488-pakkebierweg-1/,2009
Hogestraat 25,,,Dinxperlo,7091 CB,,429000,house,9,,,https://www.funda.nl/koop/dinxperlo/huis-40442995-hogestraat-25/,1954
Admiraal de Ruyterstraat 26,,,Aalten,7122 WJ,,139900,house,3,,,https://www.funda.nl/koop/aalten/huis-86011265-admiraal-de-ruyterstraat-26/,1926
Berkenhovestraat 19,,,Aalten,7122 ZX,,147500,house,4,,,https://www.funda.nl/koop/aalten/huis-40604246-berkenhovestraat-19/,1952
Emmastraat 6,,,Aalten,7121 CE,,175000,house,5,,,https://www.funda.nl/koop/aalten/huis-40715131-emmastraat-6/,1932
Koopmanstraat 45,,,Aalten,7121 VS,,189500,house,5,,,https://www.funda.nl/koop/aalten/huis-40852282-koopmanstraat-45/,1936
Emmastraat 18,,,Aalten,7121 CE,,269018,house,6,,,https://www.funda.nl/koop/aalten/huis-86221224-emmastraat-18/,1937
Aladnaweg 10,,,Aalten,7122 RR,,448000,house,9,,,https://www.funda.nl/koop/aalten/huis-40897067-aladnaweg-10/,1885
Nijverheidsweg 87,,,Aalten,7121 GE,,127000,house,4,,,https://www.funda.nl/koop/aalten/huis-40819957-nijverheidsweg-87/,1962
Allee 53,,,Dinxperlo,7091 AK,,149500,house,6,,,https://www.funda.nl/koop/dinxperlo/huis-49253571-allee-53/,1953
Lichtenvoordsestraatweg 22 C,,,Aalten,7121 AC,,195000,apartment,6,,,https://www.funda.nl/koop/aalten/appartement-86242588-lichtenvoordsestraatweg-22-c/,1931
Lichtenvoordsestraatweg 23,,,Aalten,7121 AB,,235000,house,6,,,https://www.funda.nl/koop/aalten/huis-47849988-lichtenvoordsestraatweg-23/,1920
Oranjestraat 1,,,Dinxperlo,7091 XT,,350000,house,8,,,https://www.funda.nl/koop/dinxperlo/huis-48793660-oranjestraat-1/,1970
Bredevoortsestraatweg 88,,,Aalten,7121 BK,,145000,house,4,,,https://www.funda.nl/koop/aalten/huis-48383250-bredevoortsestraatweg-88/,1913
Maurits Prinsstraat 26,,,Dinxperlo,7091 CV,,150000,house,6,,,https://www.funda.nl/koop/dinxperlo/huis-49444316-maurits-prinsstraat-26/,1960
Welinkweg 14,,,Dinxperlo,7091 BB,,139000,house,5,,,https://www.funda.nl/koop/dinxperlo/huis-49560769-welinkweg-14/,1956
Willemstraat 19,,,Aalten,7122 BK,,385000,house,8,,,https://www.funda.nl/koop/aalten/huis-49087611-willemstraat-19/,1980
Tubantenstraat 40 A,,,Aalten,7122 CS,,285000,house,3,,,https://www.funda.nl/koop/aalten/huis-49225552-tubantenstraat-40-a/,1977
Vellegendijk 15 17,,,Aalten,7122 PE,,575000,house,9,,,https://www.funda.nl/koop/aalten/huis-49244427-vellegendijk-15-17/,1900
Kerkstraat 5,,,Dinxperlo,7091 CH,,249000,house,6,,,https://www.funda.nl/koop/dinxperlo/huis-40450329-kerkstraat-5/,1953
Bevrijding 91,,,Aalten,7121 WS,,174950,house,5,,,https://www.funda.nl/koop/aalten/huis-40533079-bevrijding-91/,1980
Beggelderveldweg 49,,,Dinxperlo,7091 HL,,398750,house,6,,,https://www.funda.nl/koop/dinxperlo/huis-40543546-beggelderveldweg-49/,2018
Grote Maote 37,,,Aalten,7123 CB,,179937,house,6,,,https://www.funda.nl/koop/aalten/huis-86044604-grote-maote-37/,1988
Polstraat 49 C,,,Aalten,7121 DK,,189500,house,5,,,https://www.funda.nl/koop/aalten/huis-40693471-polstraat-49-c/,1969
Wilhelminastraat 3,,,Aalten,7121 BV,,275000,house,5,,,https://www.funda.nl/koop/aalten/huis-40620157-wilhelminastraat-3/,1938
Bevrijding 57,,,Aalten,7121 WR,,199000,house,6,,,https://www.funda.nl/koop/aalten/huis-86172098-bevrijding-57/,1986
Andromeda 41,,,Aalten,7122 XB,,185000,house,6,,,https://www.funda.nl/koop/aalten/huis-40713385-andromeda-41/,1971
Ormelstraat 18,,,Aalten,7121 DC,,187500,house,4,,,https://www.funda.nl/koop/aalten/huis-40851307-ormelstraat-18/,1900
Tramstraat 32,,,Bredevoort,7126 AK,,149900,house,5,,,https://www.funda.nl/koop/bredevoort/huis-40876112-tramstraat-32/,1952
Dinxperlosestraatweg 28,,,Aalten,7122 AG,,229750,house,4,,,https://www.funda.nl/koop/aalten/huis-40885765-dinxperlosestraatweg-28/,1951
Bijnenweg 1,,,Aalten,7121 ML,,549001,house,7,,,https://www.funda.nl/koop/aalten/huis-86274667-bijnenweg-1/,1935
Nijverheidsweg 50,,,Aalten,7121 GG,,152500,house,4,,,https://www.funda.nl/koop/aalten/huis-40811794-nijverheidsweg-50/,1962
Admiraal de Ruyterstraat 68,,,Aalten,7122 WK,,218968,house,5,,,https://www.funda.nl/koop/aalten/huis-86276569-admiraal-de-ruyterstraat-68/,1947
't Haartse Bos,,,Aalten,7121 KS,,232000,house,2,,,https://www.funda.nl/koop/aalten/huis-49884160-t-haartse-bos/,2016
Bredevoortsestraatweg 26,,,Aalten,7121 BH,,189500,house,3,,,https://www.funda.nl/koop/aalten/huis-40858563-bredevoortsestraatweg-26/,1900
Saksenstraat 7,,,Aalten,7122 CK,,169500,house,4,,,https://www.funda.nl/koop/aalten/huis-40866223-saksenstraat-7/,1958
Tubantenstraat 94,,,Aalten,7122 CT,,285000,house,5,,,https://www.funda.nl/koop/aalten/huis-40867589-tubantenstraat-94/,1974
Julianastraat 68,,,Dinxperlo,7091 BH,,225000,house,4,,,https://www.funda.nl/koop/dinxperlo/huis-40801676-julianastraat-68/,2000
Hogestraat 7,,,Dinxperlo,7091 CA,,145000,apartment,4,,,https://www.funda.nl/koop/dinxperlo/appartement-49348006-hogestraat-7/,1996
Prinsenstraat 31 D,,,Aalten,7121 AE,,119000,apartment,2,,,https://www.funda.nl/koop/aalten/appartement-40808204-prinsenstraat-31-d/,1987
Emmastraat 29,,,Aalten,7121 CE,,185000,house,5,,,https://www.funda.nl/koop/aalten/huis-49370610-emmastraat-29/,1936
Lankhofstraat 26 A,,,Aalten,7121 CK,,227500,house,4,,,https://www.funda.nl/koop/aalten/huis-40667359-lankhofstraat-26-a/,1988
Bevrijding 95,,,Aalten,7121 WS,,154000,house,4,,,https://www.funda.nl/koop/aalten/huis-40678035-bevrijding-95/,1981
Zuiderkruis 3,,,Aalten,7122 WX,,169000,house,4,,,https://www.funda.nl/koop/aalten/huis-40618287-zuiderkruis-3/,1971
Prinsenstraat 7,,,Aalten,7121 AE,,238000,house,5,,,https://www.funda.nl/koop/aalten/huis-40861406-prinsenstraat-7/,1956
Koppelstraat 7,,,Bredevoort,7126 AE,,325000,house,6,,,https://www.funda.nl/koop/bredevoort/huis-40881607-koppelstraat-7/,1900
Bredevoortsestraatweg 38,,,Aalten,7121 BH,,398893,house,8,,,https://www.funda.nl/koop/aalten/huis-85602052-bredevoortsestraatweg-38/,1885
Varsseveldsestraatweg 43,,,Aalten,7122 CB,,249943,house,4,,,https://www.funda.nl/koop/aalten/huis-85607339-varsseveldsestraatweg-43/,1965
Pater Jan de Vriesstraat 58,,,Bredevoort,7126 BM,,238458,house,4,,,https://www.funda.nl/koop/bredevoort/huis-86174111-pater-jan-de-vriesstraat-58/,1986
Navisweg 5,,,Aalten,7122 ME,,895000,house,7,,,https://www.funda.nl/koop/aalten/huis-40481742-navisweg-5/,1896
Hogestraat 46 48,,,Dinxperlo,7091 CE,,200000,house,4,,,https://www.funda.nl/koop/dinxperlo/huis-85168236-hogestraat-46-48/,1954
Maurits Prinsstraat 21,,,Dinxperlo,7091 CV,,535000,house,8,,,https://www.funda.nl/koop/dinxperlo/huis-40619166-maurits-prinsstraat-21/,1936
Smitskamp 136 .,,,Aalten,7121 HL,,625000,house,6,,,https://www.funda.nl/koop/aalten/huis-49889179-smitskamp-136/,1971
Goudenregenplein 14,,,Aalten,7121 AR,,249000,house,4,,,https://www.funda.nl/koop/aalten/huis-49064610-goudenregenplein-14/,1962
Berkenhovestraat 5,,,Aalten,7122 ZX,,298905,house,6,,,https://www.funda.nl/koop/aalten/huis-86885834-berkenhovestraat-5/,1899
Dinxperlosestraatweg 3,,,Aalten,7122 AD,,172500,house,5,,,https://www.funda.nl/koop/aalten/huis-86171170-dinxperlosestraatweg-3/,1965
Ahavestraat 32,,,Aalten,7121 DX,,249000,house,5,,,https://www.funda.nl/koop/aalten/huis-40882882-ahavestraat-32/,1964
Parallelweg 17,,,Aalten,7121 VA,,142517,house,4,,,https://www.funda.nl/koop/aalten/huis-86252956-parallelweg-17/,1958
Peperstraat 6,,,Aalten,7121 CT,,249000,house,6,,,https://www.funda.nl/koop/aalten/huis-48035982-peperstraat-6/,1981
Gosenhof 7,,,Dinxperlo,7091 TK,,195000,house,6,,,https://www.funda.nl/koop/dinxperlo/huis-49671491-gosenhof-7/,1980
Koppelstraat 27,,,Bredevoort,7126 AG,,374927,house,7,,,https://www.funda.nl/koop/bredevoort/huis-86807205-koppelstraat-27/,2007
Admiraal de Ruyterstraat 88,,,Aalten,7122 WL,,297500,house,4,,,https://www.funda.nl/koop/aalten/huis-86019614-admiraal-de-ruyterstraat-88/,1925
Sondernweg 22,,,Aalten,7122 LM,,329024,house,9,,,https://www.funda.nl/koop/aalten/huis-86222712-sondernweg-22/,1936
Admiraal de Ruyterstraat 15,,,Aalten,7122 WD,,169915,house,4,,,https://www.funda.nl/koop/aalten/huis-86271138-admiraal-de-ruyterstraat-15/,1953
Eerste Broekdijk 58,,,Aalten,7122 AM,,139058,house,4,,,https://www.funda.nl/koop/aalten/huis-86276894-eerste-broekdijk-58/,1951
Bernard IJzerdraatstraat 7,,,Dinxperlo,7091 ZK,,185000,house,5,,,https://www.funda.nl/koop/dinxperlo/huis-40476442-bernard-ijzerdraatstraat-7/,1976
Raadhuisstraat 5,,,Dinxperlo,7091 CK,,110000,house,5,,,https://www.funda.nl/koop/dinxperlo/huis-40494767-raadhuisstraat-5/,1800
Hogestraat 21,,,Aalten,7122 BN,,299921,house,9,,,https://www.funda.nl/koop/aalten/huis-86874410-hogestraat-21/,1906
De Tol 14,,,Dinxperlo,7091 ZP,,215000,house,6,,,https://www.funda.nl/koop/dinxperlo/huis-40579453-de-tol-14/,1975
Varsseveldsestraatweg 81,,,Aalten,7122 NR,,368981,house,10,,,https://www.funda.nl/koop/aalten/huis-86946936-varsseveldsestraatweg-81/,1914
De Hagen 28,,,Dinxperlo,7091 VJ,,174000,house,6,,,https://www.funda.nl/koop/dinxperlo/huis-40861137-de-hagen-28/,1990
De Pas 3,,,Dinxperlo,7091 VR,,164000,house,6,,,https://www.funda.nl/koop/dinxperlo/huis-40814790-de-pas-3/,1981
Bulsinkkamp,,,Aalten,7122 TN,,272950,house,5,,,https://www.funda.nl/koop/aalten/huis-40714248-bulsinkkamp/,2019
Bredevoortsestraatweg 31 a,,,Aalten,7121 BB,,279000,apartment,5,,,https://www.funda.nl/koop/aalten/appartement-40738589-bredevoortsestraatweg-31-a/,1971
Huiskermatedijk 1 A/1B,,,Aalten,7121 KL,,519000,house,7,,,https://www.funda.nl/koop/aalten/huis-49338629-huiskermatedijk-1-a-1b/,1927
Emmastraat 14,,,Aalten,7121 CE,,350000,house,5,,,https://www.funda.nl/koop/aalten/huis-40712640-emmastraat-14/,1932
Kruisdijk 18,,,Aalten,7122 JX,,189500,house,5,,,https://www.funda.nl/koop/aalten/huis-49392268-kruisdijk-18/,1937
De Hare 15 A,,,Aalten,7121 XG,,239000,house,4,,,https://www.funda.nl/koop/aalten/huis-40408401-de-hare-15-a/,1987
Huiskermatedijk 1 A,,,Aalten,7121 KL,,519000,house,7,,,https://www.funda.nl/koop/aalten/huis-40680064-huiskermatedijk-1-a/,1927
Keizerweg 1,,,De-Heurne,7095 AX,,419000,house,5,,,https://www.funda.nl/koop/de-heurne/huis-49286634-keizerweg-1/,1926
Wendelenkamp 52,,,Dinxperlo,7091 TZ,,147500,house,5,,,https://www.funda.nl/koop/dinxperlo/huis-40555204-wendelenkamp-52/,1983
Landstraat 28,,,Aalten,7121 CR,,199000,apartment,8,,,https://www.funda.nl/koop/aalten/appartement-40465783-landstraat-28/,1850
Spiekerdijk 3,,,Aalten,7121 KW,,695000,house,6,,,https://www.funda.nl/koop/aalten/huis-40542636-spiekerdijk-3/,1945
Landstraat 6,,,Bredevoort,7126 AT,,247500,house,8,,,https://www.funda.nl/koop/bredevoort/huis-40605025-landstraat-6/,1875
Lange Akker 16,,,Dinxperlo,7091 RG,,225000,house,4,,,https://www.funda.nl/koop/dinxperlo/huis-40812813-lange-akker-16/,1995
Bredevoortsestraatweg 67,,,Aalten,7121 BC,,895000,house,8,,,https://www.funda.nl/koop/aalten/huis-40479685-bredevoortsestraatweg-67/,1859
Giezenbosweg 4,,,Aalten,7121 MK,,475000,house,3,,,https://www.funda.nl/koop/aalten/huis-40725330-giezenbosweg-4/,1906
Elzenpas 8,,,Dinxperlo,7091 RH,,225000,house,4,,,https://www.funda.nl/koop/dinxperlo/huis-40806821-elzenpas-8/,1995
Burg Haverkampstraat 13,,,Dinxperlo,7091 CN,,375000,house,11,,,https://www.funda.nl/koop/dinxperlo/huis-86834060-burg-haverkampstraat-13/,1936
Wendelenkamp 77,,,Dinxperlo,7091 TW,,182500,house,4,,,https://www.funda.nl/koop/dinxperlo/huis-40696857-wendelenkamp-77/,1986
Plein-Zuid 2,,,Aalten,7121 EX,,469000,house,8,,,https://www.funda.nl/koop/aalten/huis-40579946-plein-zuid-2/,1938
Eerste Broekdijk 41,,,Aalten,7122 AK,,175000,house,3,,,https://www.funda.nl/koop/aalten/huis-40710904-eerste-broekdijk-41/,1934
Minister Ringersstraat 16,,,Dinxperlo,7091 CT,,199500,apartment,3,,,https://www.funda.nl/koop/dinxperlo/appartement-40894059-minister-ringersstraat-16/,1994
De Pas 27,,,Dinxperlo,7091 VR,,165000,house,4,,,https://www.funda.nl/koop/dinxperlo/huis-49766249-de-pas-27/,1981
Polstraat 35,,,Aalten,7121 DK,,149500,house,4,,,https://www.funda.nl/koop/aalten/huis-49042561-polstraat-35/,1930
Terborgseweg 13 A,,,Dinxperlo,7091 DR,,299000,house,4,,,https://www.funda.nl/koop/dinxperlo/huis-40464397-terborgseweg-13-a/,1993
De Hagen 103,,,Dinxperlo,7091 VJ,,189000,house,5,,,https://www.funda.nl/koop/dinxperlo/huis-40425037-de-hagen-103/,1989
Lage Heurnseweg 68,,,De-Heurne,7095 AV,,495000,house,7,,,https://www.funda.nl/koop/de-heurne/huis-40438919-lage-heurnseweg-68/,1910
Thijsweg 17,,,Aalten,7122 KH,,275000,house,6,,,https://www.funda.nl/koop/aalten/huis-40448017-thijsweg-17/,1981
Welinkweg 11,,,Dinxperlo,7091 BA,,149500,house,4,,,https://www.funda.nl/koop/dinxperlo/huis-40621403-welinkweg-11/,1958
Aaldersbeeklaan 117,,,Dinxperlo,7091 ED,,205000,house,3,,,https://www.funda.nl/koop/dinxperlo/huis-40876785-aaldersbeeklaan-117/,1975
Veldmate 23,,,Dinxperlo,7091 RR,,595000,house,4,,,https://www.funda.nl/koop/dinxperlo/huis-40866615-veldmate-23/,1999
Julianastraat 17,,,Aalten,7121 CC,,165000,house,4,,,https://www.funda.nl/koop/aalten/huis-40881996-julianastraat-17/,1962
Frederik Hendrikstraat 24,,,Bredevoort,7126 BX,,169000,house,4,,,https://www.funda.nl/koop/bredevoort/huis-40890606-frederik-hendrikstraat-24/,1959
Reviusstraat 12,,,Aalten,7121 VX,,175000,house,4,,,https://www.funda.nl/koop/aalten/huis-49187931-reviusstraat-12/,1980
Nieuwstraat 98,,,Dinxperlo,7091 DJ,,149000,house,6,,,https://www.funda.nl/koop/dinxperlo/huis-40451492-nieuwstraat-98/,1967
Bongenkamp 4,,,Aalten,7122 TX,,635000,house,7,,,https://www.funda.nl/koop/aalten/huis-49334546-bongenkamp-4/,2008
Groothuizerlaan 19,,,Dinxperlo,7091 ZD,,385000,house,5,,,https://www.funda.nl/koop/dinxperlo/huis-40463664-groothuizerlaan-19/,1974
Het Grotenhuis 11,,,Dinxperlo,7091 AS,,139500,house,5,,,https://www.funda.nl/koop/dinxperlo/huis-40446932-het-grotenhuis-11/,1962
Kalverweidendijk 36,,,Dinxperlo,7091 RN,,599000,house,7,,,https://www.funda.nl/koop/dinxperlo/huis-40533193-kalverweidendijk-36/,2013
Bredevoortsestraatweg 51,,,Aalten,7121 BB,,645000,house,9,,,https://www.funda.nl/koop/aalten/huis-40679672-bredevoortsestraatweg-51/,1880
Beggelderveldweg 34,,,Dinxperlo,7091 HM,,315000,house,4,,,https://www.funda.nl/koop/dinxperlo/huis-40751323-beggelderveldweg-34/,1997
Richterinkstraat 31,,,Aalten,7122 ZA,,300000,house,5,,,https://www.funda.nl/koop/aalten/huis-40883098-richterinkstraat-31/,1955
De Bijvank 11,,,Dinxperlo,7091 TA,,289500,house,4,,,https://www.funda.nl/koop/dinxperlo/huis-40890194-de-bijvank-11/,1987
Burg Haverkampstraat 23,,,Dinxperlo,7091 CN,,395000,house,9,,,https://www.funda.nl/koop/dinxperlo/huis-49245931-burg-haverkampstraat-23/,1947
De Pas 64,,,Aalten,7123 AG,,215000,house,5,,,https://www.funda.nl/koop/aalten/huis-40852987-de-pas-64/,1981
Stationsstraat 6 -B,,,Aalten,7122 AS,,398000,apartment,4,,,https://www.funda.nl/koop/aalten/appartement-40854285-stationsstraat-6-b/,2008
